Nom Station;station_id;dh_utc;dh_utc_heure;proba_pluie;prediction;temperature_degC;humidite_%;pression_hPa;vent_moyen_km/h;pluie_1h_mm;alerte;Interpretation;Probabilite
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 00:00;00:00:00;0,000243935;0;5,8;90;1028,4;8;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 00:00;00:00:00;0,000165735;0;5,3;92;1026,5;0,8;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/01/2025 00:00;00:00:00;0,000307251;0;6,1;93;1022,9;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 01:00;01:00:00;0,000273067;0;5,8;87;1027,8;8;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 01:00;01:00:00;0,000115261;0;5,1;92;1025,8;0,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/01/2025 01:00;01:00:00;0,000115495;0;5,9;91;1022,4;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 02:00;02:00:00;0,00013647;0;5,2;88;1026,9;11,3;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/01/2025 02:00;02:00:00;9,96E-05;0;5,7;90;1021,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 03:00;03:00:00;0,00014131;0;4,9;88;1026,5;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/01/2025 03:00;03:00:00;9,07E-05;0;5,3;91;1021;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 04:00;04:00:00;0,000428176;0;5;89;1026,1;8;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 05:00;05:00:00;8,79E-05;0;5;89;1025,6;8;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 06:00;06:00:00;0,000203621;0;4,9;90;1024,9;9,7;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 06:00;06:00:00;6,74E-05;0;4,6;93;1023;0,8;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 07:00;07:00:00;0,000198682;0;5;90;1024,2;6,4;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 07:00;07:00:00;8,98E-05;0;4,7;92;1022,1;1,6;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 08:00;08:00:00;8,41E-05;0;5,2;89;1024,3;6,4;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 08:00;08:00:00;0,000117842;0;4,9;91;1022,3;0,8;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 09:00;09:00:00;0,000103065;0;5,4;89;1023,6;11,3;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 09:00;09:00:00;0,000367022;0;5,4;91;1021,6;2,4;0;0;Aucune pluie;0,04
Paris 16ème - Trocadéro;ME098;01/01/2025 09:00;09:00:00;0,00021992;0;5,9;92;1017,8;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 10:00;10:00:00;0,00034478;0;6,3;89;1023,2;11,3;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 10:00;10:00:00;0,000115586;0;6,2;90;1021,2;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/01/2025 10:00;10:00:00;0,000208194;0;6,7;91;1017,8;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 11:00;11:00:00;0,000245172;0;6,5;88;1022,9;11,3;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 11:00;11:00:00;0,000140244;0;6,4;90;1021;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/01/2025 11:00;11:00:00;0,000199953;0;6,9;90;1017,1;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 12:00;12:00:00;0,000270544;0;6,9;87;1022,2;9,7;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 12:00;12:00:00;0,00015668;0;6,9;89;1020,1;4,8;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/01/2025 12:00;12:00:00;0,000228276;0;7,2;90;1016,4;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 13:00;13:00:00;0,000279888;0;7,2;86;1020,9;11,3;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 13:00;13:00:00;0,000252229;0;7,2;87;1018,9;2,4;0;0;Aucune pluie;0,03
Paris 16ème - Trocadéro;ME098;01/01/2025 13:00;13:00:00;0,00028181;0;7,4;89;1015,1;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 14:00;14:00:00;0,000162499;0;7,8;85;1020;9,7;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 14:00;14:00:00;0,000166313;0;7,7;86;1018,2;2,4;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/01/2025 14:00;14:00:00;0,000330698;0;8;88;1014,3;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 15:00;15:00:00;0,000325216;0;8,1;84;1019,3;11,3;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 15:00;15:00:00;0,000165613;0;8,1;85;1017,5;2,4;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/01/2025 15:00;15:00:00;0,000214741;0;8,3;86;1013,8;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 16:00;16:00:00;0,000440974;0;8,2;84;1018,7;11,3;0;0;Aucune pluie;0,04
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 16:00;16:00:00;0,000245669;0;8,2;85;1016,9;3,2;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/01/2025 16:00;16:00:00;0,000300263;0;8,3;87;1013,2;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 17:00;17:00:00;0,000327768;0;8,2;84;1018,7;9,7;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 17:00;17:00:00;0,000270871;0;8,1;86;1016,8;2,4;0;0;Aucune pluie;0,03
Paris 16ème - Trocadéro;ME098;01/01/2025 17:00;17:00:00;0,000424619;0;8,4;87;1013,1;0;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 18:00;18:00:00;0,000521091;0;8,1;85;1018;11,3;0;0;Aucune pluie;0,05
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 18:00;18:00:00;0,000794966;0;8,2;86;1016,3;2,4;0;0;Aucune pluie;0,08
Paris 16ème - Trocadéro;ME098;01/01/2025 18:00;18:00:00;0,000169068;0;8,4;87;1012,4;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 19:00;19:00:00;0,000384585;0;8,2;85;1017,4;11,3;0;0;Aucune pluie;0,04
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 19:00;19:00:00;0,000246155;0;8,1;86;1015,8;2,4;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/01/2025 19:00;19:00:00;0,000249368;0;8,4;88;1012;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 20:00;20:00:00;0,0004057;0;8,3;86;1016,9;11,3;0;0;Aucune pluie;0,04
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 20:00;20:00:00;0,000492733;0;8,3;87;1015,3;3,2;0;0;Aucune pluie;0,05
Paris 16ème - Trocadéro;ME098;01/01/2025 20:00;20:00:00;0,000285093;0;8,5;88;1011,3;1,6;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 21:00;21:00:00;0,00094362;0;8,4;86;1016,1;16,1;0;0;Aucune pluie;0,09
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 21:00;21:00:00;0,00039727;0;8,3;88;1014,4;5,6;0;0;Aucune pluie;0,04
Paris 16ème - Trocadéro;ME098;01/01/2025 21:00;21:00:00;0,000367007;0;8,7;89;1010,7;1,6;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 22:00;22:00:00;0,000797103;0;8,4;87;1015,5;14,5;0;0;Aucune pluie;0,08
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 22:00;22:00:00;0,000319359;0;8,3;88;1013,7;4,8;0;0;Aucune pluie;0,03
Paris 16ème - Trocadéro;ME098;01/01/2025 22:00;22:00:00;0,00040014;0;8,7;89;1010;1,6;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;01/01/2025 23:00;23:00:00;0,000918268;0;8,7;87;1014,4;11,3;0;0;Aucune pluie;0,09
Paris 20ème - Porte de Vincennes;000EW;01/01/2025 23:00;23:00:00;0,000495605;0;8,6;88;1012,6;4;0;0;Aucune pluie;0,05
Paris 16ème - Trocadéro;ME098;01/01/2025 23:00;23:00:00;0,000319804;0;8,9;90;1009,2;1,6;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 00:00;00:00:00;0,000327343;0;8,8;87;1014,1;11,3;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;02/01/2025 00:00;00:00:00;0,000229166;0;8,8;88;1012,4;2,4;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;02/01/2025 00:00;00:00:00;0,000370045;0;9,2;89;1008,5;1,6;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 01:00;01:00:00;0,994549453;1;9;88;1013,2;14,5;0,6;1;Très Elevé;99,45
Paris 20ème - Porte de Vincennes;000EW;02/01/2025 01:00;01:00:00;0,988016188;1;8,9;89;1011,4;8,9;0,2;1;Très Elevé;98,8
Paris 16ème - Trocadéro;ME098;02/01/2025 01:00;01:00:00;0,000717783;0;9,2;91;1007,9;3,2;0;0;Aucune pluie;0,07
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 02:00;02:00:00;0,963470578;1;7,9;89;1013,7;6,4;2,2;1;Très Elevé;96,35
Paris 16ème - Trocadéro;ME098;02/01/2025 02:00;02:00:00;0,771167397;1;8,3;91;1008,7;0;1,6;1;Elevé;77,12
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 03:00;03:00:00;0,990192056;1;6,6;91;1014,2;11,3;2,2;1;Très Elevé;99,02
Paris 16ème - Trocadéro;ME098;02/01/2025 03:00;03:00:00;0,981852829;1;7,1;92;1009;0;1,2;1;Très Elevé;98,19
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 04:00;04:00:00;0,996059537;1;5,9;91;1014,7;9,7;1,8;1;Très Elevé;99,61
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 05:00;05:00:00;0,995117784;1;5,7;91;1015;4,8;2;1;Très Elevé;99,51
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 06:00;06:00:00;0,99750489;1;5,5;91;1015,3;3,2;2,2;1;Très Elevé;99,75
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 07:00;07:00:00;0,993991196;1;4,9;91;1015,8;4,8;2;1;Très Elevé;99,4
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 08:00;08:00:00;0,991643071;1;3,8;90;1016,8;6,4;1,8;1;Très Elevé;99,16
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 09:00;09:00:00;0,993680954;1;3,4;90;1017,4;3,2;1,2;1;Très Elevé;99,37
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 10:00;10:00:00;0,98788631;1;3,7;91;1018,2;3,2;0,2;1;Très Elevé;98,79
Paris 16ème - Trocadéro;ME098;02/01/2025 10:00;10:00:00;0,991277099;1;3,6;95;1012,8;0;0,2;1;Très Elevé;99,13
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 11:00;11:00:00;0,658875108;1;4,1;90;1018,3;4,8;0;1;Elevé;65,89
Paris 16ème - Trocadéro;ME098;02/01/2025 11:00;11:00:00;0,717304111;1;4;95;1013,1;0;0;1;Elevé;71,73
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 12:00;12:00:00;0,391485512;0;4,7;89;1018,1;4,8;0;0;Faible risque;39,15
Paris 16ème - Trocadéro;ME098;02/01/2025 12:00;12:00:00;0,143682003;0;4,4;95;1012,7;0;0;0;Faible risque;14,37
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 13:00;13:00:00;0,960028589;1;4,9;91;1018,2;3,2;0,2;1;Très Elevé;96
Paris 16ème - Trocadéro;ME098;02/01/2025 13:00;13:00:00;0,000235396;0;4,7;95;1012,8;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 14:00;14:00:00;0,870988905;1;4,8;91;1018,4;6,4;0,2;1;Elevé;87,1
Paris 16ème - Trocadéro;ME098;02/01/2025 14:00;14:00:00;0,914463103;1;5;95;1013,2;0;0,2;1;Très Elevé;91,45
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 15:00;15:00:00;0,493359119;0;5;91;1018,8;4,8;0;0;Faible risque;49,34
Paris 16ème - Trocadéro;ME098;02/01/2025 15:00;15:00:00;0,088183068;0;5,1;96;1013,7;0;0;0;Aucune pluie;8,82
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 16:00;16:00:00;0,082201853;0;5,4;90;1019,5;4,8;0;0;Aucune pluie;8,22
Paris 16ème - Trocadéro;ME098;02/01/2025 16:00;16:00:00;0,406342119;0;5,2;95;1014,3;0;0;0;Faible risque;40,63
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 17:00;17:00:00;0,000152512;0;5,4;88;1020,6;6,4;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;02/01/2025 17:00;17:00:00;0,859433472;1;5,1;95;1015,4;0;0,2;1;Elevé;85,94
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 18:00;18:00:00;0,000129816;0;5,1;88;1021,1;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;02/01/2025 18:00;18:00:00;0,038401932;0;4,9;95;1016,1;0;0;0;Aucune pluie;3,84
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 19:00;19:00:00;0,000139003;0;5,1;88;1022,2;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;02/01/2025 19:00;19:00:00;0,285863668;0;4,8;95;1017;0;0;0;Faible risque;28,59
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 20:00;20:00:00;3,19E-05;0;5,3;86;1023;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;02/01/2025 20:00;20:00:00;0,000119763;0;4,8;95;1017,8;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 21:00;21:00:00;4,78E-05;0;5;86;1023,6;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;02/01/2025 21:00;21:00:00;3,12E-05;0;4,5;95;1018,5;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 22:00;22:00:00;2,08E-05;0;4,5;84;1024,1;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;02/01/2025 22:00;22:00:00;4,79E-05;0;4;94;1018,9;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;02/01/2025 23:00;23:00:00;1,38E-05;0;4,2;84;1025;4,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;02/01/2025 23:00;23:00:00;6,12E-05;0;3,5;94;1019,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 00:00;00:00:00;3,02E-05;0;3,6;85;1025,1;8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;03/01/2025 00:00;00:00:00;8,84E-05;0;3;93;1019,8;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 01:00;01:00:00;0,000144195;0;3,2;85;1025,2;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;03/01/2025 01:00;01:00:00;0,000231941;0;2,3;93;1020;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 02:00;02:00:00;5,46E-05;0;3,1;86;1025,3;0;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;03/01/2025 02:00;02:00:00;0,000149611;0;1,7;93;1020;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 03:00;03:00:00;0,000204569;0;2,8;87;1025,4;1,6;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;03/01/2025 03:00;03:00:00;0,000176558;0;1,1;93;1020,1;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 04:00;04:00:00;7,00E-05;0;2,6;87;1025,3;1,6;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 05:00;05:00:00;9,12E-05;0;2,4;87;1025,4;1,6;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 06:00;06:00:00;0,000232546;0;2,2;88;1025,5;1,6;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 07:00;07:00:00;0,927300692;1;1,9;88;1025,7;1,6;0,2;1;Très Elevé;92,73
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 08:00;08:00:00;0,073442377;0;1,8;88;1026,1;1,6;0;0;Aucune pluie;7,34
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 09:00;09:00:00;0,240578815;0;2,1;85;1026,5;4,8;0;0;Faible risque;24,06
Paris 16ème - Trocadéro;ME098;03/01/2025 09:00;09:00:00;0,000358011;0;0,1;94;1021,3;0;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 10:00;10:00:00;0,000123539;0;2,9;79;1026,9;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;03/01/2025 10:00;10:00:00;0,000319733;0;1,2;95;1021,6;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 11:00;11:00:00;3,55E-05;0;3,9;75;1026,9;3,2;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;03/01/2025 11:00;11:00:00;0,000119396;0;2,7;94;1021,4;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 12:00;12:00:00;6,25E-05;0;4,9;68;1026,3;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;03/01/2025 12:00;12:00:00;4,72E-05;0;4,7;81;1020,9;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 13:00;13:00:00;6,73E-05;0;5,1;66;1025,9;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;03/01/2025 13:00;13:00:00;9,77E-05;0;5,4;73;1020,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 14:00;14:00:00;7,44E-05;0;4,9;66;1025,5;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;03/01/2025 14:00;14:00:00;6,98E-05;0;5,4;71;1020,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 15:00;15:00:00;4,50E-05;0;4,7;66;1025,6;8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;03/01/2025 15:00;15:00:00;9,30E-05;0;4,8;71;1020,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 16:00;16:00:00;9,23E-05;0;4,5;65;1025,8;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;03/01/2025 16:00;16:00:00;0,00020098;0;3,9;75;1020,4;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 17:00;17:00:00;7,33E-05;0;4,3;67;1026,2;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;03/01/2025 17:00;17:00:00;0,00016981;0;2,8;77;1020,9;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 18:00;18:00:00;3,42E-05;0;4,2;67;1026,4;3,2;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;03/01/2025 18:00;18:00:00;0,000432523;0;1,9;81;1021,1;0;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 19:00;19:00:00;4,57E-05;0;4,2;70;1026,7;1,6;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;03/01/2025 19:00;19:00:00;0,000269015;0;2,1;84;1021,4;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 20:00;20:00:00;7,67E-05;0;3,9;72;1026,7;1,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;03/01/2025 20:00;20:00:00;0,000120897;0;2,2;85;1021,3;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 21:00;21:00:00;0,000102444;0;3,9;74;1026,6;0;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;03/01/2025 21:00;21:00:00;7,00E-05;0;1,5;85;1021,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 22:00;22:00:00;4,32E-05;0;3,9;74;1026,3;0;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;03/01/2025 22:00;22:00:00;0,000109189;0;0,7;85;1020,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;03/01/2025 23:00;23:00:00;0,000382252;0;2,2;80;1026,4;3,2;0;0;Aucune pluie;0,04
Paris 16ème - Trocadéro;ME098;03/01/2025 23:00;23:00:00;0,000339508;0;0,6;88;1020,9;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 00:00;00:00:00;0,000136138;0;2,1;82;1026;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;04/01/2025 00:00;00:00:00;0,000291051;0;0,2;89;1020,6;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 01:00;01:00:00;5,67E-05;0;1,6;82;1025,6;1,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;04/01/2025 01:00;01:00:00;0,000240139;0;-0,2;89;1020,1;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 02:00;02:00:00;0,000181482;0;0,9;84;1024,9;3,2;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;04/01/2025 02:00;02:00:00;0,026569044;0;-1,2;91;1023;0,8;0;0;Aucune pluie;2,66
Paris 16ème - Trocadéro;ME098;04/01/2025 02:00;02:00:00;0,000229285;0;-0,3;90;1019,5;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 03:00;03:00:00;0,00017085;0;0,2;87;1024,4;1,6;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;04/01/2025 03:00;03:00:00;0,000216376;0;-0,4;91;1018,9;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 04:00;04:00:00;0,000117113;0;-0,5;87;1024,1;1,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;04/01/2025 04:00;04:00:00;0,000251263;0;-0,9;91;1018,6;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 05:00;05:00:00;8,31E-05;0;-0,7;86;1023,6;3,2;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 06:00;06:00:00;0,000340812;0;-0,9;87;1023,2;3,2;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 07:00;07:00:00;0,000169349;0;-0,8;87;1022,5;6,4;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 08:00;08:00:00;0,000169773;0;-0,9;87;1021,9;1,6;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;04/01/2025 08:00;08:00:00;0,250422657;0;-2,4;91;1020,1;0,8;0;0;Faible risque;25,04
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 09:00;09:00:00;0,000236043;0;-0,5;88;1021,9;3,2;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;04/01/2025 09:00;09:00:00;0,000308785;0;-1,3;92;1016,3;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 10:00;10:00:00;0,00010945;0;0,3;85;1021,3;4,8;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;04/01/2025 10:00;10:00:00;9,40E-05;0;-0,6;89;1019,4;0,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;04/01/2025 10:00;10:00:00;0,000249489;0;-0,4;93;1015,6;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 11:00;11:00:00;0,000127039;0;1,1;79;1019,9;9,7;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;04/01/2025 11:00;11:00:00;0,000209427;0;0,8;81;1018;1,6;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;04/01/2025 11:00;11:00:00;0,00041864;0;1,1;88;1014,6;0;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 12:00;12:00:00;0,000109473;0;2,8;66;1019;9,7;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;04/01/2025 12:00;12:00:00;7,54E-05;0;2,6;69;1017;0,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;04/01/2025 12:00;12:00:00;0,000166786;0;2,7;73;1013,5;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 13:00;13:00:00;0,000238253;0;3,1;62;1017,4;11,3;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;04/01/2025 13:00;13:00:00;0,000234265;0;2,9;65;1015,5;0,8;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;04/01/2025 13:00;13:00:00;0,000178837;0;3,4;67;1011,9;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;04/01/2025 14:00;14:00:00;0,000238907;0;3,1;64;1016;6,4;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;04/01/2025 14:00;14:00:00;0,000184808;0;2,6;64;1014,2;4,8;0;0;Aucune pluie;0,02
