Nom Station;station_id;dh_utc;dh_utc_heure;proba_pluie;prediction;temperature_degC;humidite_%;pression_hPa;vent_moyen_km/h;pluie_1h_mm;alerte;Interpretation;Probabilite
Paris 16ème - Trocadéro;ME098;26/02/2025 22:00;22:00:00;0,161378607;0;7,8;90;1012,9;0;0;0;Faible risque;16,14
Paris 6ème - Saint Germain des Prés;000CT;26/02/2025 23:00;23:00:00;3,10E-05;0;7,9;83;1018,4;4,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;26/02/2025 23:00;23:00:00;7,10E-05;0;7,3;90;1013,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 00:00;00:00:00;0,000161357;0;7,4;83;1018,4;8;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;27/02/2025 00:00;00:00:00;7,48E-05;0;6,8;90;1013,3;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 01:00;01:00:00;0,000215245;0;7,1;83;1018,5;4,8;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;27/02/2025 01:00;01:00:00;0,000172804;0;6,6;89;1013,3;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 02:00;02:00:00;0,000124529;0;6,8;83;1018,5;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 02:00;02:00:00;0,000240203;0;6,4;89;1013,1;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 03:00;03:00:00;6,77E-05;0;6,7;82;1018,5;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 03:00;03:00:00;0,000125067;0;6,2;88;1013,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 04:00;04:00:00;0,000181437;0;6,4;84;1018,7;4,8;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;27/02/2025 04:00;04:00:00;0,000217787;0;6;88;1013,6;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 05:00;05:00:00;7,68E-05;0;6;85;1019,2;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 05:00;05:00:00;0,000122617;0;5,6;89;1014,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 06:00;06:00:00;0,000123955;0;5,7;85;1019,6;4,8;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 07:00;07:00:00;9,60E-05;0;5,7;84;1019,9;4,8;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 08:00;08:00:00;6,04E-05;0;6,2;82;1020,3;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 08:00;08:00:00;0,000436581;0;5,2;90;1015,1;0;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 09:00;09:00:00;7,90E-05;0;7,2;78;1020,8;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 09:00;09:00:00;0,00021065;0;6,4;87;1015,6;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 10:00;10:00:00;0,000284667;0;7,9;75;1021,1;11,3;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;27/02/2025 10:00;10:00:00;0,016984075;0;8,3;74;1019,3;0,8;0;0;Aucune pluie;1,7
Paris 16ème - Trocadéro;ME098;27/02/2025 10:00;10:00:00;0,000172687;0;8,3;79;1015,9;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 11:00;11:00:00;4,88E-05;0;8,4;74;1021,6;8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;27/02/2025 11:00;11:00:00;0,000122245;0;8,8;78;1016,4;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 12:00;12:00:00;0,000110265;0;8,8;72;1021,6;9,7;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 12:00;12:00:00;0,000114202;0;9,2;76;1016,4;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 13:00;13:00:00;9,90E-05;0;8,9;69;1021,6;11,3;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 13:00;13:00:00;0,000201434;0;9,2;74;1016,3;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 14:00;14:00:00;0,927478611;1;8,2;68;1021,8;14,5;0,2;1;Très Elevé;92,75
Paris 16ème - Trocadéro;ME098;27/02/2025 14:00;14:00:00;0,000313248;0;8,6;75;1016,7;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 15:00;15:00:00;0,02141539;0;9,2;65;1022,2;11,3;0;0;Aucune pluie;2,14
Paris 20ème - Porte de Vincennes;000EW;27/02/2025 15:00;15:00:00;0,054529518;0;9,4;64;1020,1;0,8;0;0;Aucune pluie;5,45
Paris 16ème - Trocadéro;ME098;27/02/2025 15:00;15:00:00;6,77E-05;0;9,7;65;1017;1,6;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 16:00;16:00:00;0,188778356;0;9,1;65;1022,7;12,9;0;0;Faible risque;18,88
Paris 16ème - Trocadéro;ME098;27/02/2025 16:00;16:00:00;8,65E-05;0;9,3;67;1017,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 17:00;17:00:00;0,000208103;0;8,4;70;1023,2;9,7;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;27/02/2025 17:00;17:00:00;0,000122944;0;8,6;72;1018,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 18:00;18:00:00;5,49E-05;0;8,6;70;1024;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 18:00;18:00:00;7,35E-05;0;8,4;73;1018,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 19:00;19:00:00;0,000123616;0;8,2;70;1024,9;9,7;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 19:00;19:00:00;8,50E-05;0;8,2;74;1019,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 20:00;20:00:00;4,84E-05;0;7,9;71;1025,6;9,7;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;27/02/2025 20:00;20:00:00;6,40E-05;0;7,7;76;1020,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 21:00;21:00:00;4,77E-05;0;7,7;73;1026,1;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;27/02/2025 21:00;21:00:00;5,95E-05;0;7,6;77;1020,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 22:00;22:00:00;6,55E-05;0;7,7;73;1026,6;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 22:00;22:00:00;0,000143327;0;7,3;79;1021,3;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/02/2025 23:00;23:00:00;8,32E-05;0;7,4;74;1026,7;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/02/2025 23:00;23:00:00;8,61E-05;0;6,8;80;1021,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 00:00;00:00:00;9,29E-05;0;6,9;77;1026,9;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/02/2025 00:00;00:00:00;0,000294514;0;5,9;82;1021,6;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 01:00;01:00:00;0,000173063;0;6,9;77;1027;3,2;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/02/2025 01:00;01:00:00;0,000330991;0;6,2;83;1021,7;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 02:00;02:00:00;0,000122544;0;6,6;79;1027;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/02/2025 02:00;02:00:00;0,000195856;0;6,3;83;1021,7;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 03:00;03:00:00;7,14E-05;0;6,2;80;1026,8;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/02/2025 03:00;03:00:00;0,000161216;0;5,9;84;1021,6;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 04:00;04:00:00;0,00012934;0;6;80;1027;9,7;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/02/2025 04:00;04:00:00;0,000239624;0;5,7;85;1021,7;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 05:00;05:00:00;0,000224495;0;5,8;81;1026,9;3,2;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/02/2025 05:00;05:00:00;0,000214248;0;5,4;85;1021,7;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 06:00;06:00:00;0,000365634;0;6,1;80;1027,1;3,2;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 07:00;07:00:00;0,000209013;0;6;81;1027,7;8;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 08:00;08:00:00;0,000138739;0;6,3;80;1028,1;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/02/2025 08:00;08:00:00;0,000163805;0;5,4;86;1022,9;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 09:00;09:00:00;0,000187411;0;6,9;78;1028,7;8;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/02/2025 09:00;09:00:00;0,000161386;0;6,4;85;1023,4;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 10:00;10:00:00;0,000519875;0;7,4;75;1028,9;12,9;0;0;Aucune pluie;0,05
Paris 16ème - Trocadéro;ME098;28/02/2025 10:00;10:00:00;0,000145088;0;7,9;79;1023,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 11:00;11:00:00;0,000284108;0;8,2;69;1028,8;12,9;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;28/02/2025 11:00;11:00:00;0,000214221;0;8,5;70;1026,8;2,4;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/02/2025 11:00;11:00:00;6,57E-05;0;9,2;73;1023,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 12:00;12:00:00;0,000151359;0;8,4;68;1028,7;8;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/02/2025 12:00;12:00:00;7,19E-05;0;9,3;66;1023,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 13:00;13:00:00;7,03E-05;0;8,6;68;1028,3;11,3;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/02/2025 13:00;13:00:00;0,000102335;0;9,2;69;1022,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 14:00;14:00:00;0,000141439;0;8,9;68;1027,7;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/02/2025 14:00;14:00:00;0,000148705;0;9,3;69;1022,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 15:00;15:00:00;9,47E-05;0;9,2;66;1027,6;9,7;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/02/2025 15:00;15:00:00;9,68E-05;0;9,9;67;1022,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 16:00;16:00:00;0,000194691;0;8;73;1027,7;9,7;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/02/2025 16:00;16:00:00;0,000316695;0;8,6;74;1022,4;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 17:00;17:00:00;7,13E-05;0;8,3;72;1027,9;9,7;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/02/2025 17:00;17:00:00;0,000124898;0;8,2;75;1022,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 18:00;18:00:00;0,00017752;0;8,1;72;1028,2;6,4;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/02/2025 18:00;18:00:00;7,09E-05;0;8;75;1023;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 19:00;19:00:00;0,000272419;0;7,8;74;1028,5;12,9;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;28/02/2025 19:00;19:00:00;0,000283681;0;7,8;76;1026,4;2,4;0;0;Aucune pluie;0,03
Paris 16ème - Trocadéro;ME098;28/02/2025 19:00;19:00:00;0,000203296;0;7,6;78;1023,1;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 20:00;20:00:00;9,28E-05;0;7,5;75;1028,5;9,7;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/02/2025 20:00;20:00:00;0,000104966;0;7,6;79;1023,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 21:00;21:00:00;0,000406499;0;6,9;78;1028,9;11,3;0;0;Aucune pluie;0,04
Paris 16ème - Trocadéro;ME098;28/02/2025 21:00;21:00:00;0,000126337;0;7,2;80;1023,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 22:00;22:00:00;0,000223046;0;6,5;80;1029,1;9,7;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/02/2025 22:00;22:00:00;0,000101906;0;6,8;81;1023,8;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/02/2025 23:00;23:00:00;0,000227561;0;5,9;82;1029,3;9,7;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/02/2025 23:00;23:00:00;0,000137723;0;6,3;83;1024;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 00:00;00:00:00;0,000177612;0;5,4;83;1029,4;9,7;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/03/2025 00:00;00:00:00;0,000115923;0;5,9;84;1024,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 01:00;01:00:00;0,000990099;0;5;85;1029,6;9,7;0;0;Aucune pluie;0,1
Paris 16ème - Trocadéro;ME098;01/03/2025 01:00;01:00:00;0,000137432;0;5,4;85;1024,4;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 02:00;02:00:00;0,00015245;0;4,5;85;1029,6;11,3;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/03/2025 02:00;02:00:00;0,000233029;0;4,9;86;1024,4;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 03:00;03:00:00;8,62E-05;0;4,2;86;1029,6;8;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 03:00;03:00:00;0,000400016;0;3,8;88;1027,7;0,8;0;0;Aucune pluie;0,04
Paris 16ème - Trocadéro;ME098;01/03/2025 03:00;03:00:00;0,000106694;0;4,4;87;1024,3;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 04:00;04:00:00;0,000307014;0;3,6;86;1029,6;9,7;0;0;Aucune pluie;0,03
Paris 16ème - Trocadéro;ME098;01/03/2025 04:00;04:00:00;0,000145004;0;4;88;1024,3;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 05:00;05:00:00;7,47E-05;0;3,5;86;1029,9;8;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 05:00;05:00:00;0,000322641;0;3,1;88;1028,1;4;0;0;Aucune pluie;0,03
Paris 16ème - Trocadéro;ME098;01/03/2025 05:00;05:00:00;9,65E-05;0;3,7;88;1024,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 06:00;06:00:00;0,000275913;0;3,1;87;1030,4;11,3;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 06:00;06:00:00;0,001638016;0;2,7;89;1028,6;2,4;0;0;Aucune pluie;0,16
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 07:00;07:00:00;0,000319059;0;2,9;87;1031;8;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 08:00;08:00:00;0,000141629;0;3,2;86;1031,8;9,7;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 08:00;08:00:00;0,00040405;0;3,4;87;1029,9;0,8;0;0;Aucune pluie;0,04
Paris 16ème - Trocadéro;ME098;01/03/2025 08:00;08:00:00;0,000427048;0;3,8;88;1026,4;0;0;0;Aucune pluie;0,04
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 09:00;09:00:00;0,000302433;0;4,3;83;1032,2;9,7;0;0;Aucune pluie;0,03
Paris 16ème - Trocadéro;ME098;01/03/2025 09:00;09:00:00;0,000347444;0;4,8;86;1026,9;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 10:00;10:00:00;0,000391254;0;5,4;79;1032,4;9,7;0;0;Aucune pluie;0,04
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 10:00;10:00:00;0,000133806;0;5,9;78;1030,5;2,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/03/2025 10:00;10:00:00;0,00019822;0;7,1;78;1027;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 11:00;11:00:00;0,000157698;0;6,6;74;1032,6;11,3;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 11:00;11:00:00;0,000222399;0;7,1;74;1030,7;2,4;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/03/2025 11:00;11:00:00;0,000108133;0;8,5;70;1027,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 12:00;12:00:00;0,0001334;0;7;73;1032,8;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/03/2025 12:00;12:00:00;8,54E-05;0;7,7;70;1027,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 13:00;13:00:00;0,000210318;0;6,6;74;1032,4;12,9;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 13:00;13:00:00;0,000210628;0;6,6;75;1030,5;1,6;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/03/2025 13:00;13:00:00;0,000115299;0;7,7;72;1027;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 14:00;14:00:00;0,000117902;0;7;71;1032,2;14,5;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/03/2025 14:00;14:00:00;0,000117396;0;8,2;70;1026,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 15:00;15:00:00;0,000166881;0;6,7;71;1032,5;16,1;0;0;Aucune pluie;0,02
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 15:00;15:00:00;0,000109763;0;6,7;71;1030,8;4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/03/2025 15:00;15:00:00;0,000110518;0;8,1;69;1027,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 16:00;16:00:00;0,000128764;0;6,3;71;1032,4;14,5;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 16:00;16:00:00;0,000148229;0;6,5;72;1030,5;5,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/03/2025 16:00;16:00:00;0,000157446;0;6,8;72;1027,2;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 17:00;17:00:00;6,72E-05;0;6,5;72;1032,4;16,1;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 17:00;17:00:00;0,00010959;0;6,7;73;1030,5;1,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/03/2025 17:00;17:00:00;0,00010929;0;6,7;74;1027,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 18:00;18:00:00;9,58E-05;0;5,8;74;1033;14,5;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 18:00;18:00:00;0,000172053;0;5,8;74;1031;0,8;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;01/03/2025 18:00;18:00:00;0,000146455;0;6,2;75;1027,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 19:00;19:00:00;0,000451088;0;5,2;77;1033,5;11,3;0;0;Aucune pluie;0,05
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 19:00;19:00:00;0,00064506;0;5,1;78;1031,7;1,6;0;0;Aucune pluie;0,06
Paris 16ème - Trocadéro;ME098;01/03/2025 19:00;19:00:00;0,000189995;0;5,4;77;1028,1;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 20:00;20:00:00;0,000568016;0;4,9;79;1033,8;8;0;0;Aucune pluie;0,06
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 20:00;20:00:00;0,000238908;0;4,8;80;1031,8;0,8;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 21:00;21:00:00;6,80E-05;0;4,6;80;1034;9,7;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 21:00;21:00:00;7,33E-05;0;4,4;81;1032;1,6;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 22:00;22:00:00;5,17E-05;0;4,2;81;1034,3;9,7;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 22:00;22:00:00;0,000142642;0;4,1;83;1032,4;0,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/03/2025 22:00;22:00:00;0,000205872;0;4,5;83;1029,1;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;01/03/2025 23:00;23:00:00;6,29E-05;0;3,9;82;1034,3;6,4;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;01/03/2025 23:00;23:00:00;4,42E-05;0;3,8;83;1032,3;0,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;01/03/2025 23:00;23:00:00;6,80E-05;0;4,2;83;1028,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;02/03/2025 00:00;00:00:00;5,04E-05;0;3,8;81;1034,2;8;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;02/03/2025 00:00;00:00:00;3,74E-05;0;3,6;83;1032,1;0,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;02/03/2025 00:00;00:00:00;0,000132723;0;3,9;83;1028,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;02/03/2025 01:00;01:00:00;0,000147222;0;3,4;82;1034,2;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;02/03/2025 01:00;01:00:00;0,000115842;0;3,7;84;1028,8;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;02/03/2025 02:00;02:00:00;0,000149078;0;3,2;82;1033,8;9,7;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;02/03/2025 02:00;02:00:00;8,32E-05;0;3;84;1031,8;0,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;02/03/2025 02:00;02:00:00;8,16E-05;0;3,3;84;1028,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;02/03/2025 03:00;03:00:00;7,28E-05;0;2,9;83;1033,6;8;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;02/03/2025 03:00;03:00:00;0,000203152;0;2,8;84;1031,6;0,8;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;02/03/2025 03:00;03:00:00;0,000104376;0;3,2;85;1028,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;02/03/2025 04:00;04:00:00;0,000105917;0;2,6;84;1033,6;8;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;02/03/2025 04:00;04:00:00;0,000243514;0;2,6;84;1031,6;1,6;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;02/03/2025 04:00;04:00:00;0,000122968;0;3;85;1028,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;02/03/2025 05:00;05:00:00;0,000110079;0;2,4;84;1033,8;8;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;02/03/2025 05:00;05:00:00;0,000289285;0;2,3;85;1031,7;1,6;0;0;Aucune pluie;0,03
Paris 16ème - Trocadéro;ME098;02/03/2025 05:00;05:00:00;0,000110829;0;2,9;85;1028,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;02/03/2025 06:00;06:00:00;0,00026078;0;2,2;85;1034,3;8;0;0;Aucune pluie;0,03
Paris 20ème - Porte de Vincennes;000EW;02/03/2025 06:00;06:00:00;0,001437953;0;2,1;87;1032,4;4;0;0;Aucune pluie;0,14
Paris 6ème - Saint Germain des Prés;000CT;02/03/2025 07:00;07:00:00;0,000138607;0;2,9;83;1034,4;6,4;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;02/03/2025 08:00;08:00:00;5,30E-05;0;3,8;80;1035;6,4;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;02/03/2025 08:00;08:00:00;0,000106876;0;3,9;80;1033;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;02/03/2025 08:00;08:00:00;9,89E-05;0;3,7;84;1029,6;0;0;0;Aucune pluie;0,01
