station_id;dh_utc;temperature_degC;pression_hPa;humidite_%;point_de_rosee_degC;vent_moyen_km/h;vent_direction_deg;pluie_1h_mm;pleut_il
ME098;2025-10-13 08:00:00;13.2;1022.4;87.0;11.1;0.0;254.0;0.0;0
ME098;2025-10-13 09:00:00;14.4;1022.8;81.0;11.1;0.0;254.0;0.0;0
ME098;2025-10-13 10:00:00;14.4;1022.5;82.0;11.1;0.0;254.0;0.0;0
ME098;2025-10-13 11:00:00;14.7;1022.4;82.0;11.7;0.0;254.0;0.0;0
ME098;2025-10-13 12:00:00;15.2;1021.8;81.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-13 13:00:00;15.7;1021.5;80.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-13 14:00:00;16.3;1021.1;78.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-13 15:00:00;16.8;1020.8;77.0;12.8;0.0;254.0;0.0;0
ME098;2025-10-13 16:00:00;17.0;1020.5;78.0;13.3;0.0;254.0;0.0;0
ME098;2025-10-13 17:00:00;16.9;1020.7;78.0;12.8;0.0;254.0;0.0;0
ME098;2025-10-13 18:00:00;16.6;1020.8;78.0;12.8;0.0;254.0;0.0;0
ME098;2025-10-13 19:00:00;16.0;1020.7;79.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-13 20:00:00;15.3;1020.8;83.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-13 21:00:00;14.8;1021.1;85.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-13 22:00:00;14.4;1021.3;86.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-13 23:00:00;14.1;1021.4;88.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-14 00:00:00;13.7;1021.4;89.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-14 01:00:00;13.7;1021.3;91.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-14 02:00:00;14.1;1021.1;91.0;12.8;0.0;253.0;0.0;0
ME098;2025-10-14 03:00:00;14.2;1021.1;90.0;12.8;0.0;254.0;0.0;0
ME098;2025-10-14 04:00:00;14.2;1021.2;89.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-14 05:00:00;14.0;1021.2;88.0;12.2;0.0;254.0;0.0;0
ME098;2025-10-14 08:00:00;13.7;1022.3;87.0;11.7;0.0;254.0;0.0;0
ME098;2025-10-14 09:00:00;14.5;1022.4;82.0;11.7;0.0;254.0;0.0;0
ME098;2025-10-14 10:00:00;17.7;1022.5;64.0;10.6;0.0;254.0;0.0;0
ME098;2025-10-14 11:00:00;18.6;1022.4;61.0;10.6;0.0;254.0;0.0;0
ME098;2025-10-14 12:00:00;19.6;1022.1;58.0;11.1;0.0;254.0;0.0;0
ME098;2025-10-14 13:00:00;19.8;1021.6;55.0;10.6;0.0;254.0;0.0;0
ME098;2025-10-14 14:00:00;19.2;1021.3;57.0;10.6;0.0;254.0;0.0;0
ME098;2025-10-14 15:00:00;18.6;1021.2;60.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-14 16:00:00;16.9;1021.5;67.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-14 17:00:00;15.6;1021.8;72.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-14 18:00:00;14.8;1022.1;75.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-14 19:00:00;14.4;1022.4;77.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-14 20:00:00;14.1;1022.5;80.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-14 21:00:00;13.9;1022.6;79.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-14 22:00:00;13.9;1022.7;79.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-14 23:00:00;13.9;1022.7;79.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-15 00:00:00;13.2;1022.9;81.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-15 01:00:00;12.7;1022.8;83.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-15 02:00:00;12.3;1022.5;85.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-15 03:00:00;12.7;1022.3;87.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-15 04:00:00;12.9;1022.1;87.0;11.1;0.0;253.0;0.0;0
ME098;2025-10-15 05:00:00;12.9;1022.0;87.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-15 08:00:00;13.9;1022.6;87.0;11.7;0.0;253.0;0.0;0
ME098;2025-10-15 09:00:00;14.6;1022.7;85.0;12.2;0.0;253.0;0.0;0
ME098;2025-10-15 10:00:00;15.6;1022.7;78.0;11.7;0.0;253.0;0.0;0
ME098;2025-10-15 11:00:00;16.1;1022.5;73.0;11.1;0.0;253.0;0.0;0
ME098;2025-10-15 12:00:00;15.9;1022.2;74.0;11.1;0.0;253.0;0.0;0
ME098;2025-10-15 13:00:00;15.9;1021.6;74.0;11.1;0.0;253.0;0.0;0
ME098;2025-10-15 14:00:00;15.9;1021.4;75.0;11.7;0.0;253.0;0.0;0
ME098;2025-10-15 15:00:00;15.8;1021.2;75.0;11.7;0.0;253.0;0.0;0
ME098;2025-10-15 16:00:00;15.6;1021.2;75.0;11.1;0.0;253.0;0.0;0
ME098;2025-10-15 17:00:00;15.3;1021.4;76.0;11.1;0.0;253.0;0.0;0
ME098;2025-10-15 18:00:00;15.1;1021.5;76.0;11.1;0.0;253.0;0.0;0
ME098;2025-10-15 19:00:00;15.0;1021.5;75.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-15 20:00:00;14.8;1021.5;75.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-15 21:00:00;14.6;1021.6;76.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-15 22:00:00;14.4;1021.5;77.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-15 23:00:00;14.2;1021.4;78.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-16 00:00:00;14.0;1021.2;79.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-16 01:00:00;13.6;1020.9;79.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-16 02:00:00;12.7;1020.7;81.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 03:00:00;12.2;1020.6;85.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-16 04:00:00;12.2;1020.6;84.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 08:00:00;12.7;1021.1;82.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 09:00:00;13.4;1021.3;80.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-16 10:00:00;14.3;1021.2;75.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-16 11:00:00;15.4;1021.1;69.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 12:00:00;15.5;1020.5;68.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 13:00:00;15.4;1020.2;70.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-16 14:00:00;15.4;1020.0;68.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 15:00:00;15.3;1019.8;70.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-16 16:00:00;14.9;1019.7;71.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 17:00:00;14.8;1019.8;69.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 18:00:00;14.6;1019.9;72.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 19:00:00;14.6;1020.1;74.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-16 20:00:00;14.6;1020.1;74.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-16 21:00:00;14.4;1020.2;73.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 22:00:00;14.3;1020.1;74.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-16 23:00:00;14.1;1019.8;75.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-17 00:00:00;13.6;1019.5;78.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-17 01:00:00;13.4;1019.5;80.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-17 02:00:00;12.8;1019.5;81.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-17 03:00:00;12.1;1019.2;84.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-17 04:00:00;11.7;1019.1;86.0;9.4;0.0;253.0;0.0;0
ME098;2025-10-17 05:00:00;10.9;1019.3;87.0;8.9;0.0;253.0;0.0;0
ME098;2025-10-17 08:00:00;11.4;1019.9;91.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-17 09:00:00;12.7;1020.3;90.0;11.1;0.0;253.0;0.0;0
ME098;2025-10-17 10:00:00;16.2;1020.1;77.0;12.2;0.0;253.0;0.0;0
ME098;2025-10-17 11:00:00;17.2;1019.7;68.0;11.1;0.0;253.0;0.0;0
ME098;2025-10-17 12:00:00;18.3;1019.4;63.0;11.1;0.0;253.0;0.0;0
ME098;2025-10-17 13:00:00;17.9;1019.2;61.0;10.0;0.0;253.0;0.0;0
ME098;2025-10-17 14:00:00;17.2;1018.9;64.0;10.6;0.0;253.0;0.0;0
ME098;2025-10-17 15:00:00;17.2;1018.7;59.0;8.9;0.0;253.0;0.0;0
ME098;2025-10-17 16:00:00;16.9;1018.8;59.0;8.9;0.0;253.0;0.0;0
ME098;2025-10-18 10:00:00;16.0;1019.7;57.0;7.2;0.0;253.0;0.0;0
ME098;2025-10-18 11:00:00;16.6;1019.3;55.0;7.2;0.0;253.0;0.0;0
ME098;2025-10-18 12:00:00;17.4;1018.4;52.0;7.2;0.0;253.0;0.0;0
ME098;2025-10-18 13:00:00;18.5;1017.4;49.0;7.2;0.0;253.0;0.0;0
ME098;2025-10-18 14:00:00;17.8;1016.8;52.0;7.8;0.0;253.0;0.0;0
ME098;2025-10-18 15:00:00;16.9;1016.5;53.0;7.2;0.0;253.0;0.0;0
ME098;2025-10-18 16:00:00;16.3;1016.2;55.0;7.2;0.0;239.0;0.0;0
ME098;2025-10-18 17:00:00;15.6;1016.0;59.0;7.8;0.0;239.0;0.0;0
ME098;2025-10-18 18:00:00;15.0;1015.6;61.0;7.2;0.0;239.0;0.0;0
ME098;2025-10-18 19:00:00;14.6;1015.1;64.0;7.8;0.0;239.0;0.0;0
ME098;2025-10-18 20:00:00;14.1;1014.8;66.0;7.8;0.0;239.0;0.0;0
ME098;2025-10-18 21:00:00;13.6;1014.2;68.0;7.8;0.0;239.0;0.0;0
ME098;2025-10-18 22:00:00;12.9;1013.7;70.0;7.8;0.0;239.0;0.0;0
ME098;2025-10-18 23:00:00;12.3;1013.1;73.0;7.8;0.0;239.0;0.0;0
ME098;2025-10-19 00:00:00;11.7;1012.6;75.0;7.2;0.0;239.0;0.0;0
ME098;2025-10-19 01:00:00;11.2;1012.3;77.0;7.2;0.0;239.0;0.0;0
ME098;2025-10-19 02:00:00;10.8;1011.7;80.0;7.8;0.0;239.0;0.0;0
ME098;2025-10-19 03:00:00;10.6;1011.0;82.0;7.8;0.0;239.0;0.0;0
ME098;2025-10-19 04:00:00;10.3;1010.3;84.0;7.8;0.0;239.0;0.0;0
ME098;2025-10-19 08:00:00;10.3;1008.4;88.0;8.3;0.0;239.0;0.0;0
ME098;2025-10-19 09:00:00;11.2;1007.5;87.0;9.4;0.0;239.0;0.0;0
ME098;2025-10-19 10:00:00;12.1;1007.3;86.0;10.0;0.0;239.0;0.0;0
ME098;2025-10-19 11:00:00;13.7;1006.3;81.0;10.6;0.0;239.0;0.0;0
ME098;2025-10-19 12:00:00;14.4;1005.4;79.0;11.1;0.0;239.0;0.0;0
ME098;2025-10-19 13:00:00;15.4;1004.5;76.0;11.1;0.0;239.0;0.0;0
ME098;2025-10-19 14:00:00;16.1;1003.7;74.0;11.7;0.0;239.0;0.0;0
ME098;2025-10-19 15:00:00;15.8;1002.9;74.0;11.1;0.0;239.0;0.0;0
ME098;2025-10-19 16:00:00;15.6;1002.0;74.0;11.1;0.0;239.0;0.0;0
ME098;2025-10-19 17:00:00;15.1;1001.7;79.0;11.7;0.0;239.0;0.0;0
ME098;2025-10-19 18:00:00;14.4;1001.0;85.0;12.2;0.0;239.0;0.0;0
ME098;2025-10-19 19:00:00;14.2;1000.2;86.0;12.2;0.0;239.0;0.0;0
ME098;2025-10-19 20:00:00;14.3;999.4;87.0;12.2;0.0;239.0;0.0;0
ME098;2025-10-19 21:00:00;14.9;998.7;85.0;12.2;0.0;239.0;0.0;0
ME098;2025-10-19 22:00:00;15.6;997.9;83.0;12.8;0.0;239.0;0.0;0
ME098;2025-10-19 23:00:00;15.8;997.7;88.0;13.9;0.0;239.0;0.2;1
ME098;2025-10-20 00:00:00;15.7;997.1;92.0;14.4;0.0;239.0;1.0;1
ME098;2025-10-20 01:00:00;15.7;996.8;93.0;14.4;0.0;239.0;0.2;1
ME098;2025-10-20 02:00:00;15.4;996.4;93.0;14.4;0.0;239.0;0.0;0
ME098;2025-10-20 03:00:00;15.1;995.9;93.0;13.9;0.0;239.0;0.0;0
ME098;2025-10-20 04:00:00;14.8;995.9;93.0;13.9;0.0;239.0;0.0;0
ME098;2025-10-20 08:00:00;14.6;994.9;93.0;13.3;0.0;239.0;0.0;0
ME098;2025-10-20 09:00:00;15.3;994.6;92.0;13.9;0.0;239.0;0.0;0
ME098;2025-10-20 10:00:00;16.5;994.3;86.0;14.4;0.0;239.0;0.0;0
ME098;2025-10-20 11:00:00;17.4;993.6;79.0;13.9;0.0;239.0;0.0;0
ME098;2025-10-20 12:00:00;18.3;992.8;72.0;13.3;0.0;239.0;0.0;0
ME098;2025-10-20 13:00:00;18.5;992.3;69.0;12.8;0.0;239.0;0.0;0
ME098;2025-10-20 14:00:00;17.0;991.6;80.0;13.3;0.0;239.0;0.4;1
ME098;2025-10-20 15:00:00;16.2;991.0;88.0;14.4;0.0;239.0;1.2;1
ME098;2025-10-20 16:00:00;16.0;990.4;87.0;13.9;0.0;239.0;0.0;0
ME098;2025-10-20 17:00:00;15.9;990.6;85.0;13.3;0.0;239.0;0.0;0
ME098;2025-10-20 18:00:00;15.8;990.8;83.0;12.8;0.0;238.0;0.0;0
ME098;2025-10-20 19:00:00;15.6;990.9;82.0;12.8;0.0;238.0;0.0;0
ME098;2025-10-20 20:00:00;15.4;991.5;82.0;12.2;0.0;238.0;0.0;0
ME098;2025-10-20 21:00:00;15.3;991.9;82.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-20 22:00:00;14.8;992.4;84.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-20 23:00:00;14.4;992.6;84.0;11.7;0.0;237.0;0.0;0
ME098;2025-10-21 00:00:00;14.6;993.0;81.0;11.1;0.0;237.0;0.0;0
ME098;2025-10-21 01:00:00;14.5;993.1;80.0;11.1;0.0;237.0;0.0;0
ME098;2025-10-21 02:00:00;14.2;993.4;81.0;11.1;0.0;237.0;0.0;0
ME098;2025-10-21 03:00:00;13.4;993.6;84.0;11.1;0.0;237.0;0.0;0
ME098;2025-10-21 04:00:00;13.1;993.7;85.0;10.6;0.0;237.0;0.0;0
ME098;2025-10-21 08:00:00;12.9;995.0;90.0;11.1;0.0;237.0;0.0;0
ME098;2025-10-21 09:00:00;14.2;995.3;88.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-21 10:00:00;15.8;995.3;80.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-21 11:00:00;16.1;995.3;84.0;13.3;0.0;237.0;0.0;0
ME098;2025-10-21 12:00:00;16.7;994.9;80.0;13.3;0.0;237.0;0.0;0
ME098;2025-10-21 13:00:00;16.8;994.2;81.0;13.3;0.0;237.0;0.0;0
ME098;2025-10-21 14:00:00;17.7;994.0;77.0;13.9;0.0;237.0;0.0;0
ME098;2025-10-21 15:00:00;17.9;994.0;74.0;13.3;0.0;237.0;0.0;0
ME098;2025-10-21 16:00:00;17.3;993.8;77.0;13.3;0.0;237.0;0.0;0
ME098;2025-10-21 17:00:00;17.0;993.8;78.0;13.3;0.0;237.0;0.0;0
ME098;2025-10-21 20:00:00;14.9;994.5;86.0;12.8;0.0;237.0;0.0;0
ME098;2025-10-21 21:00:00;14.6;994.6;87.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-21 22:00:00;14.1;994.6;88.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-21 23:00:00;14.2;994.6;89.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-22 00:00:00;14.2;994.7;89.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-22 01:00:00;14.1;995.1;89.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-22 02:00:00;14.0;995.3;89.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-22 03:00:00;13.8;995.5;89.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-22 04:00:00;13.8;995.5;89.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-22 08:00:00;13.8;996.4;90.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-22 09:00:00;14.4;996.6;88.0;12.8;0.0;237.0;0.0;0
ME098;2025-10-22 10:00:00;15.6;996.7;82.0;12.8;0.0;237.0;0.0;0
ME098;2025-10-22 11:00:00;16.7;996.6;73.0;11.7;0.0;237.0;0.0;0
ME098;2025-10-22 12:00:00;17.3;995.8;72.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-22 13:00:00;18.3;995.2;66.0;11.7;0.0;237.0;0.0;0
ME098;2025-10-22 14:00:00;17.6;994.8;70.0;12.2;0.0;237.0;0.0;0
ME098;2025-10-22 15:00:00;17.1;994.7;75.0;12.8;0.0;237.0;0.0;0
ME098;2025-10-22 16:00:00;16.8;993.8;79.0;13.3;0.0;237.0;0.0;0
ME098;2025-10-22 17:00:00;16.1;993.6;84.0;13.3;0.0;237.0;0.0;0
ME098;2025-10-22 18:00:00;15.4;992.0;86.0;13.3;0.0;237.0;0.0;0
ME098;2025-10-22 19:00:00;15.4;990.4;89.0;13.9;0.0;237.0;0.0;0
ME098;2025-10-22 20:00:00;15.3;988.5;92.0;13.9;0.0;237.0;0.0;0
ME098;2025-10-22 21:00:00;16.1;986.8;94.0;15.0;0.0;237.0;0.2;1
ME098;2025-10-22 22:00:00;16.8;984.6;94.0;16.1;0.0;237.0;0.4;1
ME098;2025-10-22 23:00:00;16.9;982.8;94.0;16.1;0.0;237.0;0.8;1
ME098;2025-10-23 00:00:00;17.0;982.3;93.0;16.1;0.0;237.0;0.6;1
ME098;2025-10-23 01:00:00;16.2;982.1;86.0;13.9;4.8;237.0;0.0;0
ME098;2025-10-23 02:00:00;16.1;981.8;77.0;12.2;4.8;237.0;0.0;0
ME098;2025-10-23 03:00:00;15.3;981.2;73.0;10.6;4.8;235.0;0.0;0
ME098;2025-10-23 04:00:00;14.8;981.1;71.0;9.4;4.8;235.0;0.0;0
ME098;2025-10-23 08:00:00;13.2;981.7;69.0;7.8;4.8;229.0;0.0;0
ME098;2025-10-23 09:00:00;12.8;982.4;72.0;7.8;6.4;230.0;0.0;0
ME098;2025-10-23 10:00:00;11.4;983.9;82.0;8.3;6.4;230.0;0.0;0
ME098;2025-10-23 11:00:00;11.1;985.5;89.0;9.4;3.2;230.0;1.0;1
ME098;2025-10-23 12:00:00;11.4;987.4;89.0;10.0;4.8;230.0;0.4;1
ME098;2025-10-23 13:00:00;12.2;989.2;85.0;10.0;1.6;232.0;0.0;0
ME098;2025-10-23 14:00:00;13.9;990.7;74.0;9.4;4.8;231.0;0.0;0
ME098;2025-10-23 15:00:00;14.3;992.1;66.0;7.8;1.6;230.0;0.0;0
ME098;2025-10-23 16:00:00;12.6;993.4;75.0;8.3;0.0;229.0;0.0;0
ME098;2025-10-23 17:00:00;11.6;994.8;82.0;8.9;0.0;229.0;0.0;0
ME098;2025-10-23 18:00:00;11.6;995.6;76.0;7.8;3.2;229.0;0.0;0
ME098;2025-10-23 21:00:00;9.8;998.9;82.0;6.7;1.6;229.0;0.4;1
ME098;2025-10-23 22:00:00;9.3;999.7;84.0;6.7;0.0;229.0;0.0;0
ME098;2025-10-23 23:00:00;8.6;1000.4;85.0;6.1;0.0;229.0;0.2;1
ME098;2025-10-24 00:00:00;8.2;1000.8;85.0;6.1;0.0;229.0;0.0;0
ME098;2025-10-24 01:00:00;8.2;1001.0;84.0;5.6;0.0;229.0;0.0;0
ME098;2025-10-24 02:00:00;7.9;1001.4;84.0;5.6;0.0;229.0;0.0;0
ME098;2025-10-24 03:00:00;8.0;1002.0;82.0;5.0;0.0;229.0;0.0;0
ME098;2025-10-24 04:00:00;7.8;1002.0;83.0;5.0;0.0;229.0;0.0;0
ME098;2025-10-24 08:00:00;7.8;1004.0;85.0;5.6;1.6;229.0;0.0;0
ME098;2025-10-24 09:00:00;9.1;1004.2;81.0;6.1;1.6;229.0;0.0;0
ME098;2025-10-24 10:00:00;11.8;1004.2;73.0;7.2;1.6;229.0;0.0;0
ME098;2025-10-24 11:00:00;13.4;1004.0;64.0;6.7;1.6;229.0;0.0;0
ME098;2025-10-24 12:00:00;14.1;1003.7;57.0;5.6;1.6;229.0;0.0;0
ME098;2025-10-24 13:00:00;14.1;1003.5;56.0;5.6;1.6;229.0;0.0;0
ME098;2025-10-24 14:00:00;14.1;1003.0;57.0;5.6;1.6;229.0;0.0;0
ME098;2025-10-24 15:00:00;13.9;1002.6;57.0;5.6;1.6;232.0;0.0;0
ME098;2025-10-24 16:00:00;13.7;1002.1;61.0;6.1;0.0;231.0;0.0;0
ME098;2025-10-24 17:00:00;13.0;1002.2;65.0;6.7;0.0;231.0;0.0;0
ME098;2025-10-24 18:00:00;12.8;1001.9;70.0;7.2;0.0;231.0;0.0;0
ME098;2025-10-24 19:00:00;12.2;1001.9;74.0;7.8;1.6;231.0;0.0;0
ME098;2025-10-24 20:00:00;11.6;1002.1;76.0;7.2;0.0;231.0;0.0;0
ME098;2025-10-24 21:00:00;10.8;1002.2;80.0;7.8;0.0;231.0;0.0;0
ME098;2025-10-24 22:00:00;10.6;1002.0;82.0;7.8;0.0;231.0;0.0;0
ME098;2025-10-24 23:00:00;10.4;1001.6;86.0;8.3;0.0;231.0;0.0;0
ME098;2025-10-25 00:00:00;10.3;1001.1;86.0;8.3;0.0;231.0;0.0;0
ME098;2025-10-25 01:00:00;10.2;1000.7;87.0;8.3;0.0;231.0;0.0;0
ME098;2025-10-25 02:00:00;10.3;1000.3;87.0;8.3;0.0;231.0;0.0;0
ME098;2025-10-25 03:00:00;10.3;999.7;87.0;8.3;0.0;231.0;0.0;0
ME098;2025-10-25 04:00:00;10.4;999.7;85.0;8.3;1.6;231.0;0.0;0
ME098;2025-10-25 08:00:00;11.0;1001.4;83.0;8.3;3.2;231.0;0.0;0
ME098;2025-10-25 09:00:00;11.8;1001.9;81.0;8.9;0.0;231.0;0.0;0
ME098;2025-10-25 10:00:00;14.1;1002.1;74.0;9.4;1.6;231.0;0.0;0
ME098;2025-10-25 11:00:00;14.5;1002.1;71.0;9.4;0.0;231.0;0.0;0
ME098;2025-10-25 12:00:00;15.1;1001.9;67.0;8.9;3.2;231.0;0.0;0
ME098;2025-10-25 13:00:00;14.7;1001.8;69.0;8.9;0.0;231.0;0.0;0
ME098;2025-10-25 14:00:00;15.0;1001.8;65.0;8.3;1.6;231.0;0.0;0
ME098;2025-10-25 15:00:00;14.9;1001.9;66.0;8.3;1.6;231.0;0.0;0
ME098;2025-10-25 16:00:00;13.7;1002.3;67.0;7.8;1.6;231.0;0.0;0
ME098;2025-10-25 17:00:00;12.1;1002.8;79.0;8.3;0.0;231.0;0.0;0
ME098;2025-10-25 18:00:00;11.1;1003.4;86.0;8.9;0.0;231.0;0.0;0
ME098;2025-10-25 19:00:00;11.1;1003.6;87.0;8.9;0.0;231.0;0.0;0
ME098;2025-10-25 20:00:00;10.9;1004.1;84.0;8.3;0.0;231.0;0.0;0
ME098;2025-10-25 21:00:00;10.5;1004.7;85.0;8.3;0.0;231.0;0.0;0
ME098;2025-10-25 22:00:00;9.9;1005.4;87.0;7.8;0.0;231.0;0.0;0
ME098;2025-10-25 23:00:00;9.2;1005.9;84.0;6.7;0.0;231.0;0.0;0
ME098;2025-10-26 02:00:00;8.3;1005.8;83.0;5.6;0.0;231.0;0.0;0
ME098;2025-10-26 04:00:00;8.4;1005.9;85.0;6.1;0.0;231.0;0.0;0
ME098;2025-10-26 08:00:00;8.1;1008.4;92.0;6.7;0.0;231.0;0.0;0
ME098;2025-10-26 09:00:00;8.7;1008.9;93.0;7.8;0.0;231.0;0.2;1
ME098;2025-10-26 10:00:00;10.2;1009.3;90.0;8.9;0.0;231.0;0.2;1
ME098;2025-10-26 11:00:00;11.3;1009.8;72.0;6.7;0.0;227.0;0.0;0
ME098;2025-10-26 12:00:00;12.1;1009.8;65.0;5.6;0.0;225.0;0.0;0
ME098;2025-10-26 13:00:00;12.4;1009.9;61.0;5.0;1.6;223.0;0.0;0
ME098;2025-10-26 14:00:00;12.9;1009.7;56.0;4.4;0.0;223.0;0.0;0
ME098;2025-10-26 15:00:00;12.5;1009.4;57.0;3.9;0.0;223.0;0.0;0
ME098;2025-10-26 16:00:00;11.7;1009.6;67.0;5.6;0.0;223.0;0.0;0
ME098;2025-10-26 17:00:00;11.1;1009.7;72.0;6.1;0.0;223.0;0.0;0
ME098;2025-10-26 18:00:00;10.8;1009.4;74.0;6.1;0.0;223.0;0.0;0
ME098;2025-10-26 19:00:00;10.8;1009.2;72.0;6.1;1.6;223.0;0.0;0
ME098;2025-10-26 20:00:00;10.8;1009.0;70.0;5.6;0.0;223.0;0.0;0
ME098;2025-10-26 21:00:00;10.8;1008.2;74.0;6.1;0.0;223.0;0.0;0
ME098;2025-10-26 22:00:00;10.7;1007.4;77.0;6.7;0.0;223.0;0.0;0
ME098;2025-10-26 23:00:00;9.9;1006.4;86.0;7.8;0.0;223.0;0.0;0
ME098;2025-10-27 00:00:00;9.8;1005.5;88.0;7.8;0.0;223.0;0.0;0
ME098;2025-10-27 01:00:00;10.1;1004.6;88.0;8.3;0.0;223.0;0.0;0
ME098;2025-10-27 02:00:00;10.7;1004.0;87.0;8.9;1.6;223.0;0.0;0
ME098;2025-10-27 03:00:00;11.4;1003.3;86.0;9.4;1.6;223.0;0.0;0
ME098;2025-10-27 04:00:00;11.9;1002.9;87.0;10.0;1.6;225.0;0.0;0
ME098;2025-10-27 08:00:00;12.5;1004.1;88.0;10.6;0.0;225.0;0.0;0
ME098;2025-10-27 09:00:00;12.9;1004.4;87.0;11.1;0.0;225.0;0.0;0
ME098;2025-10-27 10:00:00;14.7;1004.6;81.0;11.7;1.6;224.0;0.0;0
ME098;2025-10-27 11:00:00;15.0;1004.9;78.0;11.1;1.6;223.0;0.0;0
ME098;2025-10-27 12:00:00;15.9;1005.6;74.0;11.1;0.0;223.0;0.0;0
ME098;2025-10-27 13:00:00;13.9;1006.1;77.0;10.0;3.2;221.0;0.4;1
ME098;2025-10-27 14:00:00;15.4;1006.7;56.0;6.7;4.8;220.0;0.0;0
ME098;2025-10-27 15:00:00;14.7;1007.4;62.0;7.2;0.0;219.0;0.0;0
ME098;2025-10-27 16:00:00;14.6;1008.3;62.0;7.2;0.0;219.0;0.0;0
ME098;2025-10-27 18:00:00;12.4;1010.1;71.0;7.2;0.0;219.0;0.0;0
ME098;2025-10-27 19:00:00;12.5;1010.6;75.0;8.3;0.0;219.0;0.0;0
ME098;2025-10-27 20:00:00;11.7;1010.8;79.0;8.3;0.0;219.0;0.0;0
ME098;2025-10-27 21:00:00;11.7;1011.0;80.0;8.3;0.0;219.0;0.0;0
ME098;2025-10-28 03:00:00;12.3;1010.0;90.0;10.6;0.0;219.0;0.0;0
ME098;2025-10-28 08:00:00;13.1;1010.0;80.0;10.0;0.0;219.0;0.0;0
