# METADATA:
# 000BV: Paris 5Ãšme - Tour Zamansky, Jussieu
# Source: www.infoclimat.fr
# Licence Ouverte/Open License: http://wiki.data.gouv.fr/images/9/9d/Licence_Ouverte.pdf
station_id;dh_utc;temperature;pression;humidite;point_de_rosee;vent_moyen;vent_rafales;vent_direction;pluie_3h;pluie_1h
station_id;dh_utc;degC;hPa;%;degC;km/h;km/h;deg;mm;mm
000BV;2026-06-10 05:40:00;11.8;1017;75;7.2;11.3;;306;;
000BV;2026-06-10 05:50:00;11.7;1017.2;74;7.2;16.1;;302;;
000BV;2026-06-10 06:10:00;11.8;1017.3;75;7.8;8;;330;;
000BV;2026-06-10 06:20:00;11.9;1017.4;75;7.8;8;;292;;
000BV;2026-06-10 06:30:00;11.9;1017.3;74;7.2;14.5;;211;;
000BV;2026-06-10 06:40:00;12.1;1017.3;74;7.8;11.3;;322;;
000BV;2026-06-10 06:50:00;12.3;1017.4;74;7.8;8;;360;;
000BV;2026-06-10 07:00:00;12.6;1017.4;72;7.8;8;;340;;
000BV;2026-06-10 07:10:00;13.1;1017.5;70;7.8;6.4;;313;;
000BV;2026-06-10 07:20:00;13;1017.5;68;7.2;9.7;;360;;
000BV;2026-06-10 07:30:00;12.8;1017.4;69;7.2;14.5;;297;;
000BV;2026-06-10 07:40:00;13.2;1017.3;68;7.2;8;;249;;
000BV;2026-06-10 07:50:00;13.4;1017.3;66;7.2;9.7;;298;;
000BV;2026-06-10 08:00:00;13.6;1017.3;64;6.7;8;;275;;0
000BV;2026-06-10 08:10:00;14.4;1017.3;58;6.1;6.4;;316;;
000BV;2026-06-10 08:20:00;14.4;1017.2;56;5.6;9.7;;279;;
000BV;2026-06-10 08:30:00;14;1017.2;56;5;16.1;;299;;
000BV;2026-06-10 08:40:00;14.3;1017.1;58;6.1;11.3;;218;;
000BV;2026-06-10 08:50:00;14.9;1017.2;57;6.1;9.7;;321;;
000BV;2026-06-10 09:00:00;15.3;1017.2;55;6.1;9.7;;48;;0
000BV;2026-06-10 09:10:00;15.1;1017.2;56;6.1;12.9;;241;;
000BV;2026-06-10 09:20:00;14.9;1017.2;57;6.1;12.9;;265;;
000BV;2026-06-10 09:30:00;14.6;1017.3;59;6.7;14.5;;148;;
000BV;2026-06-10 09:40:00;14.2;1017.4;61;6.7;17.7;;139;;
000BV;2026-06-10 09:50:00;14.2;1017.4;62;6.7;11.3;;261;;
000BV;2026-06-10 10:00:00;14.2;1017.6;63;7.2;12.9;;252;;0
000BV;2026-06-10 10:10:00;14.3;1017.6;64;7.8;16.1;;213;;
000BV;2026-06-10 10:20:00;15.2;1017.6;59;7.2;12.9;;78;;
000BV;2026-06-10 10:40:00;14.8;1017.6;58;6.7;16.1;;235;;
000BV;2026-06-10 10:50:00;15.1;1017.5;57;6.7;9.7;;213;;
000BV;2026-06-10 11:00:00;15.1;1017.5;54;5.6;14.5;;259;;0
000BV;2026-06-10 11:10:00;15.9;1017.4;54;6.7;8;;286;;
000BV;2026-06-10 11:20:00;16.5;1017.2;51;6.1;9.7;;284;;
000BV;2026-06-10 11:40:00;16.7;1017.3;51;6.1;11.3;;296;;
000BV;2026-06-10 11:50:00;14.7;1017.4;62;7.2;24.1;;274;;
000BV;2026-06-10 12:00:00;14.5;1017.6;65;7.8;19.3;;322;;0
000BV;2026-06-10 12:10:00;14.8;1017.6;63;7.8;17.7;;306;;
000BV;2026-06-10 12:20:00;15.3;1017.6;59;7.2;14.5;;160;;
000BV;2026-06-10 12:30:00;15.5;1017.5;54;6.1;14.5;;206;;
000BV;2026-06-10 12:40:00;15.8;1017.4;53;6.1;11.3;;270;;
000BV;2026-06-10 12:50:00;15.9;1017.4;53;6.1;12.9;;335;;
000BV;2026-06-10 13:00:00;16.1;1017.4;58;7.8;12.9;;360;;0
000BV;2026-06-10 13:10:00;13.4;1017.8;73;8.9;19.3;;303;;
000BV;2026-06-10 13:20:00;13.4;1017.7;74;8.9;11.3;;303;;
000BV;2026-06-10 13:30:00;14.3;1017.6;71;8.9;9.7;;240;;
000BV;2026-06-10 13:40:00;15.2;1017.6;66;8.9;9.7;;297;;
000BV;2026-06-10 13:50:00;16.1;1017.4;58;7.8;14.5;;259;;
000BV;2026-06-10 14:10:00;16.4;1017.2;55;7.2;16.1;;265;;
000BV;2026-06-10 14:20:00;16.2;1016.9;58;7.8;20.9;;255;;
000BV;2026-06-10 14:30:00;15.6;1017.6;63;8.3;17.7;;288;;
000BV;2026-06-10 14:40:00;15.2;1017.5;62;7.8;20.9;;213;;
000BV;2026-06-10 14:50:00;15.5;1017.1;61;7.8;14.5;;315;;
000BV;2026-06-10 15:10:00;15.9;1017.1;58;7.8;14.5;;115;;
000BV;2026-06-10 15:20:00;15.8;1017.5;61;8.3;20.9;;198;;
000BV;2026-06-10 15:40:00;14.8;1017.7;66;8.3;20.9;;304;;
000BV;2026-06-10 15:50:00;14.2;1017.8;72;9.4;17.7;;284;;
000BV;2026-06-10 16:00:00;13.9;1017.8;72;8.9;12.9;;279;;
000BV;2026-06-10 16:10:00;14.4;1017.7;72;9.4;8;;291;;
000BV;2026-06-10 16:20:00;15;1017.7;69;9.4;9.7;;264;;
000BV;2026-06-10 16:40:00;15.4;1017.6;65;8.9;12.9;;282;;
000BV;2026-06-10 16:50:00;15.5;1017.5;59;7.2;17.7;;272;;
000BV;2026-06-10 17:00:00;15.6;1017.5;58;7.2;14.5;;199;;0
000BV;2026-06-10 17:10:00;15.8;1017.4;58;7.2;12.9;;259;;
000BV;2026-06-10 17:20:00;15.9;1017.5;59;7.8;12.9;;259;;
000BV;2026-06-10 17:30:00;15.7;1017.6;60;7.8;12.9;;238;;
000BV;2026-06-10 17:40:00;15.9;1017.6;58;7.8;16.1;;301;;
000BV;2026-06-10 17:50:00;14.6;1018.1;60;6.7;33.8;;311;;
000BV;2026-06-10 18:10:00;14;1018.5;63;7.2;24.1;;246;;
000BV;2026-06-10 18:20:00;13.3;1018.5;69;7.8;17.7;;225;;
000BV;2026-06-10 18:30:00;13.1;1018.6;72;8.3;9.7;;288;;
000BV;2026-06-10 18:40:00;13.1;1018.7;73;8.3;8;;238;;
000BV;2026-06-10 18:50:00;13.2;1018.8;71;8.3;9.7;;303;;
000BV;2026-06-10 19:00:00;13.4;1018.8;69;7.8;12.9;;336;;
000BV;2026-06-10 19:10:00;13.6;1018.9;69;7.8;11.3;;5;;
000BV;2026-06-10 19:20:00;13.7;1019;68;7.8;8;;205;;
000BV;2026-06-10 19:40:00;13.7;1019.1;68;7.8;6.4;;223;;
000BV;2026-06-10 19:50:00;13.6;1019.2;69;7.8;8;;296;;
000BV;2026-06-10 20:00:00;13.5;1019.3;69;7.8;6.4;;306;;0
