# METADATA:
# 000CT: Paris 6Ãšme - Saint Germain des PrÃ©s
# Source: www.infoclimat.fr
# Licence Ouverte/Open License: http://wiki.data.gouv.fr/images/9/9d/Licence_Ouverte.pdf
station_id;dh_utc;temperature;pression;humidite;point_de_rosee;vent_moyen;vent_rafales;vent_direction;pluie_3h;pluie_1h
station_id;dh_utc;degC;hPa;%;degC;km/h;km/h;deg;mm;mm
000CT;2026-06-10 12:00:00;15.7;1021;64;8.9;12.9;;327;0;0
000CT;2026-06-10 12:30:00;16.9;1020.9;53;7.3;4.8;;15;;
000CT;2026-06-10 13:00:00;17.5;1021.1;56;8.6;8;;242;0;0
000CT;2026-06-10 13:30:00;15.5;1020.9;69;9.8;3.2;;195;;
000CT;2026-06-10 14:00:00;17.5;1020.8;57;8.9;6.4;;254;0;0.6
000CT;2026-06-10 14:30:00;17.1;1020.9;62;9.8;9.7;;272;;
000CT;2026-06-10 15:00:00;16.7;1020.6;61;9.2;8;;252;0.6;0
000CT;2026-06-10 15:30:00;17.3;1021.1;58;8.9;12.9;;327;;
000CT;2026-06-10 16:00:00;15.1;1021.1;71;9.9;8;;313;0;0
000CT;2026-06-10 16:30:00;16.3;1021;68;10.4;6.4;;276;;
000CT;2026-06-10 17:00:00;16.8;1020.9;57;8.3;9.7;;308;0;0
000CT;2026-06-10 17:30:00;17.1;1021;59;9;8;;302;;
000CT;2026-06-10 18:00:00;15.9;1021.6;58;7.7;19.3;;292;0;0
000CT;2026-06-10 18:30:00;14.4;1021.8;71;9.2;4.8;;340;;
000CT;2026-06-10 19:00:00;14.6;1022;69;9;6.4;;277;0;0
000CT;2026-06-10 19:30:00;14.9;1022.2;68;9;3.2;;292;;
000CT;2026-06-10 20:00:00;14.7;1022.4;68;8.9;4.8;;263;0;0
000CT;2026-06-10 20:30:00;14.6;1022.7;69;9;3.2;;300;;
000CT;2026-06-10 21:00:00;14.4;1022.9;71;9.2;3.2;;273;0;0
000CT;2026-06-10 21:30:00;14.2;1023.2;74;9.7;3.2;;280;;
000CT;2026-06-10 22:00:00;13.9;1023.2;75;9.6;4.8;;319;0;
000CT;2026-06-10 22:30:00;13.7;1023.3;75;9.4;6.4;;267;;
000CT;2026-06-10 23:00:00;13.4;1023.2;75;9;6.4;;308;0;0
